Unnamed: 0,Airline Name,Overall_Rating,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Value For Money,Recommended
3041,Air Transat,1,Solo Leisure,Economy Class,Marseille to Montreal,Jul-22,4,4,1,1,2,2,no
3042,Air Transat,1,Couple Leisure,Economy Class,Calgary to Toronto,Jul-22,3,3,1,1,1,3,no
3043,Air Transat,1,Business,Economy Class,Toronto to Calgary,Jul-22,2,2,1,1,2,1,no
3044,Air Transat,1,Couple Leisure,Economy Class,Calgary to Montreal via Paris,Jun-22,3,1,1,1,3,1,no
3045,Air Transat,2,Family Leisure,Economy Class,Calgary to Zagreb via Toronto,Jun-22,2,1,2,3,2,2,no
3046,Air Transat,8,Solo Leisure,Economy Class,Calgary to Montreal,Jun-22,3,5,1,5,1,4,yes
3047,Air Transat,3,Family Leisure,Economy Class,Vancouver to Montreal,Jun-22,4,4,2,2,1,2,no
3048,Air Transat,1,Couple Leisure,Economy Class,Toronto to Calgary via Montreal,Jun-22,3,5,1,1,1,1,no
3049,Air Transat,1,Business,Economy Class,Toronto to Montreal,Jun-22,1,1,1,1,1,2,no
3050,Air Transat,3,Couple Leisure,Premium Economy,Toronto to Punta Cana,Jun-22,2,2,1,2,1,1,no
3051,Air Transat,1,Couple Leisure,Economy Class,Vancouver to Toronto,Jun-22,1,1,1,1,1,1,no
3052,Air Transat,1,Solo Leisure,Economy Class,London to Toronto,Jun-22,3,4,1,1,3,2,no
3053,Air Transat,1,Family Leisure,Economy Class,Toronto to Lisbon via Montreal,Jun-22,1,1,1,1,1,1,no
3054,Air Transat,4,Family Leisure,Economy Class,Toronto to Manchester,Apr-22,3,4,3,5,3,2,no
3055,Air Transat,1,Business,Economy Class,Montreal to Calgary,Jun-22,1,1,1,1,1,1,no
3056,Air Transat,1,Solo Leisure,Economy Class,Paris to Toronto,Jun-22,1,1,1,1,1,1,no
3057,Air Transat,1,Couple Leisure,Premium Economy,Manchester to Vancouver via Toronto,Jun-22,1,1,1,1,1,1,no
3058,Air Transat,9,Couple Leisure,Premium Economy,Toronto to Manchester,May-22,1,5,5,3,5,5,yes
3059,Air Transat,1,Solo Leisure,Premium Economy,London to Toronto,May-22,1,1,1,1,1,1,no
3060,Air Transat,5,Couple Leisure,Economy Class,Punta Cana to Toronto ,May-22,3,3,1,2,1,3,no
3061,Air Transat,1,Solo Leisure,Economy Class,Toronto to Momtreal,May-22,1,1,1,1,1,1,no
3062,Air Transat,1,Couple Leisure,Economy Class,Rome to Toronto,May-22,5,5,5,4,4,5,yes
3063,Air Transat,2,Couple Leisure,Economy Class,Punta Cana to Toronto,May-22,3,3,3,1,1,1,no
3064,Air Transat,1,Couple Leisure,Premium Economy,Puerto Vallarta to Toronto,Apr-22,4,5,5,3,1,5,yes
3065,Air Transat,3,Couple Leisure,Economy Class,Toronto to Montreal,Apr-22,3,1,1,1,1,2,no
3066,Air Transat,1,Family Leisure,Economy Class,Toronto to Montego Bay,Apr-22,2,1,1,2,2,1,no
3067,Air Transat,8,Couple Leisure,Economy Class,Toronto to Cancun,Mar-22,4,5,3,2,4,4,yes
3068,Air Transat,1,Solo Leisure,Economy Class,Lisbon to Toronto,Jan-22,2,1,1,2,1,1,no
3069,Air Transat,2,Family Leisure,Economy Class,Costa Rica to Toronto,Mar-22,1,1,1,1,1,1,no
3070,Air Transat,1,Family Leisure,Economy Class,London Gatwick to Toronto,Mar-22,1,1,1,1,1,1,no
3071,Air Transat,1,Family Leisure,Economy Class,Toronto to Montego Bay,Feb-22,1,1,1,1,1,1,no
3072,Air Transat,1,Couple Leisure,Economy Class,Cancun to Toronto ,Feb-22,5,5,5,5,5,5,yes
3073,Air Transat,1,Family Leisure,Economy Class,Ft Lauderdale to Toronto,Dec-21,5,5,5,5,5,5,yes
3074,Air Transat,1,Business,Economy Class,Lisbon to Montreal,Jun-21,2,2,1,1,1,1,no
3075,Air Transat,1,Couple Leisure,Economy Class,"Montreal to Nantes, France",Dec-20,2,2,2,2,2,2,no
3076,Air Transat,2,Couple Leisure,Economy Class,,Dec-20,,,1,,1,2,no
3077,Air Transat,1,Solo Leisure,Economy Class,Montreal to Puerto Plata via Toronto,Oct-21,,,1,,1,1,no
3078,Air Transat,1,Business,Economy Class,Toronto to Vancouver,Aug-21,1,1,3,1,3,1,no
3079,Air Transat,1,Couple Leisure,Premium Economy,Montreal to Punta  Cana,Sep-21,5,5,5,5,5,5,yes
3080,Air Transat,1,Solo Leisure,Economy Class,Montréal to Vancouver,Oct-20,1,1,1,1,1,1,no
3081,Air Transat,2,Solo Leisure,Economy Class,Gatwick to Toronto,Aug-21,,,1,,1,1,no
3082,Air Transat,2,Family Leisure,Economy Class,Montreal to Vancouver,Aug-21,3,4,3,1,3,2,no
3083,Air Transat,1,Solo Leisure,Economy Class,Toronto to Vancouver,Jul-21,,,1,,1,1,no
3084,Air Transat,1,Solo Leisure,Economy Class,Puerto Vallarta to Vancouver,Jul-20,,,1,,1,1,no
3085,Air Transat,1,Couple Leisure,Economy Class,Montreal to France,Sep-20,1,1,1,1,1,1,no
3086,Air Transat,7,Couple Leisure,Economy Class,Toronto to Cancun,Jan-21,3,3,3,1,3,3,no
3087,Air Transat,1,Family Leisure,Economy Class,London to Toronto,Jul-20,,,1,,1,1,no
3088,Air Transat,1,Couple Leisure,Economy Class,London Gatwick  to Vancouver,Oct-20,,,1,,1,1,no
3089,Air Transat,1,Couple Leisure,Economy Class,London to Montreal,Sep-20,1,1,1,1,1,1,no
3090,Air Transat,4,Solo Leisure,Economy Class,Paris to Montreal,Dec-20,3,3,1,2,2,2,no
3091,Air Transat,1,Solo Leisure,Economy Class,Vancouver to Toronto,Nov-20,,,1,,1,1,no
3092,Air Transat,1,Family Leisure,Economy Class,Orlando to Toronto,May-20,,,1,,1,1,no
3093,Air Transat,1,Family Leisure,Economy Class,Toronto to Miami,Apr-20,2,2,1,1,1,1,no
3094,Air Transat,9,Family Leisure,Economy Class,Faro to Toronto,Feb-20,5,5,4,5,5,4,yes
3095,Air Transat,1,Solo Leisure,Economy Class,Calgary to Cancun,Dec-19,1,1,1,1,1,1,no
3096,Air Transat,1,Family Leisure,Economy Class,Lisbon to Toronto,Mar-20,4,5,4,4,4,5,yes
3097,Air Transat,1,Family Leisure,Economy Class,Vancouver to Cancun,Mar-20,,,1,,1,1,no
3098,Air Zimbabwe,1,Couple Leisure,Economy Class,Victoria Falls to Harare,Jun-18,2,4,3,1,3,1,no
3099,Air Zimbabwe,6,Couple Leisure,Economy Class,Victoria Falls to Johannesburg via Bulawayo,Oct-17,3,3,3,2,1,4,yes
3100,Air Zimbabwe,1,Couple Leisure,First Class,Harare to Johannesburg,Jun-17,,,1,1,1,1,no
3101,Air Zimbabwe,1,Solo Leisure,Economy Class,HRE to JNB,Nov-15,4,5,5,5,1,3,yes
3102,Air Zimbabwe,5,Couple Leisure,Economy Class,HRE to JNB,May-16,3,4,3,3,1,1,no
3103,Air Zimbabwe,1,,Economy Class,,,4,5,4,,0,3,yes
3104,Air Zimbabwe,3,,,,,,,1,,1,,no
3105,Air Zimbabwe,3,,,,,,,1,,1,,no
3106,Air Zimbabwe,1,,,,,,,1,,1,,no
3107,Air Zimbabwe,n,,,,,,,1,,1,,no
3108,Air Zimbabwe,n,,,,,,,1,,1,,no
3109,Air Zimbabwe,n,,,,,,,1,,1,,no
3110,Air Zimbabwe,n,,,,,,,1,,1,,no
3111,Air Zimbabwe,n,,,,,,,1,,1,,no
3112,Air Zimbabwe,n,,,,,,,1,,1,,no
3113,Air Zimbabwe,n,,,,,,,1,,1,,no
3114,Air Zimbabwe,n,,,,,,,1,,1,,no
3115,Air Zimbabwe,n,,,,,,,1,,1,,no
3116,Air Zimbabwe,n,,,,,,,1,,1,,no
3117,Air Zimbabwe,n,,,,,,,1,,1,,no
3118,Air Zimbabwe,n,,,,,,,1,,1,,no
3119,Air Zimbabwe,n,,,,,,,1,,1,,no
3120,Air Zimbabwe,n,,,,,,,1,,1,,no
3121,Air Zimbabwe,n,,,,,,,1,,1,,no
3122,AirAsia,1,Solo Leisure,Economy Class,Cebu to Gold coast via Kuala Lumpur,Jul-23,1,1,1,1,1,1,no
3123,AirAsia,1,Couple Leisure,Economy Class,Bangkok to DaNang,Jul-23,4,5,1,5,1,4,yes
3124,AirAsia,1,Business,Economy Class,Bangkok to Sydney,May-23,1,1,1,1,1,1,no
3125,AirAsia,5,Family Leisure,Economy Class,Kota Kinabalu to Hong Kong,Jul-23,1,2,1,3,1,4,no
3126,AirAsia,1,Family Leisure,Economy Class,Siem Reap to Sandakan via Kuala Lumpur,Jul-23,1,5,3,1,1,1,no
3127,AirAsia,1,Solo Leisure,Economy Class,Seoul Incheon to Manila,Aug-22,,,1,,1,2,no
3128,AirAsia,1,Solo Leisure,Economy Class,Kuala Lumpur to Singapore via Taipei,Jul-23,1,3,1,1,1,1,no
3129,AirAsia,8,Solo Leisure,Economy Class,Chiang Mai to Bangkok,Nov-22,3,3,1,3,1,5,yes
3130,AirAsia,9,Family Leisure,Economy Class,Kuala Lumpur to Singapore,Jun-23,4,5,1,5,1,5,yes
3131,AirAsia,4,Family Leisure,Economy Class,Perth to Kuala Lumpur,Jun-23,1,3,1,2,1,2,no
3132,AirAsia,1,Family Leisure,Economy Class,Surabaya to Denpasar,Jun-23,2,2,1,2,2,2,no
3133,AirAsia,1,Couple Leisure,Economy Class,Labuan Bojo to Denpasar,May-23,,,1,,1,1,no
3134,AirAsia,8,Couple Leisure,Economy Class,Da Nang to Kuala Lumpur,May-23,3,4,4,4,1,5,yes
3135,AirAsia,2,Family Leisure,Economy Class,Visakhapatnam to Bangalore,May-23,2,2,1,1,1,1,no
3136,AirAsia,3,Solo Leisure,Economy Class,Bali to Labuan,May-23,3,3,1,3,1,2,no
3137,AirAsia,1,Solo Leisure,Economy Class,Kansai to Phuket,May-23,3,3,1,1,1,5,no
3138,AirAsia,1,Solo Leisure,Economy Class,Singapore to Chiang Mai,Apr-23,1,1,1,1,1,1,no
3139,AirAsia,1,Family Leisure,Economy Class,Singapore to Yogyakarta,Dec-22,1,1,2,1,1,1,no
3140,AirAsia,3,Family Leisure,Economy Class,Delhi to Kuala Lumpur,May-23,3,3,3,1,2,3,no
3141,AirAsia,1,Family Leisure,Economy Class,Kuala Lumpur to Langkawi,May-23,1,2,1,1,1,1,no
3142,AirAsia,1,Couple Leisure,Economy Class,Langkawi to Singapore,May-23,1,5,1,1,1,2,no
3143,AirAsia,5,Solo Leisure,Economy Class,Bangkok Don Muang to Krabi,Apr-23,3,4,1,2,1,5,yes
3144,AirAsia,1,Family Leisure,Economy Class,Puerto Princesa to Cebu,Apr-23,1,1,1,1,1,1,no
3145,AirAsia,1,Solo Leisure,First Class,Jakarta to Bali,May-22,1,1,1,1,1,1,no
3146,AirAsia,1,Family Leisure,Economy Class,Denpasar to Labuon Bajo,Nov-22,,,1,,1,1,no
3147,AirAsia,1,Family Leisure,Economy Class,Langkawi to Kuala Lumpur,Apr-23,1,,1,1,1,1,no
3148,AirAsia,1,Couple Leisure,Economy Class,Surat Thani to Chang Mai,Nov-22,3,3,1,3,1,1,no
3149,AirAsia,1,Family Leisure,Economy Class,Manila to Denpasar,Mar-23,1,1,1,1,1,1,no
3150,AirAsia,1,Family Leisure,Economy Class,Langkawi to Kuala Lampur,Mar-23,5,5,1,5,1,5,yes
3151,AirAsia,1,Solo Leisure,Economy Class,Kuala Lumpur to Bangkok,Mar-23,2,3,1,1,1,5,no
3152,AirAsia,8,Business,Economy Class,Jakarta to Bali,Mar-23,4,5,1,4,1,5,yes
3153,AirAsia,8,Couple Leisure,Economy Class,Chiang Mai to Hua Hin,Feb-23,3,4,3,3,1,5,yes
3154,AirAsia,1,Couple Leisure,Economy Class,Kuala Lumpur to Sandakan,Feb-23,3,3,1,3,1,5,yes
3155,AirAsia,1,Couple Leisure,Economy Class,Phnom Penh to Colombo via Kuala Lumpur,Jan-23,3,3,1,3,1,1,no
3156,AirAsia,1,Couple Leisure,Economy Class,Langkawi to Penang,Feb-23,1,,1,1,1,1,no
3157,AirAsia,7,Business,Economy Class,Kuala Lumpur to Penang,Feb-23,3,4,3,4,1,4,yes
3158,AirAsia,4,Business,Economy Class,Penang to Kuala Lumpur,Feb-23,3,3,3,1,1,1,no
3159,AirAsia,2,Family Leisure,Economy Class,Kuala Lumpur to Penang,Jan-23,1,2,1,2,1,2,no
3160,AirAsia,1,Family Leisure,Economy Class,Hanoi to Bangkok,Feb-23,3,3,1,1,1,1,no
3161,AirAsia,1,Solo Leisure,Economy Class,Singapore to Bandung,Nov-22,1,1,1,1,1,1,no
3162,AirAsia,1,Family Leisure,Economy Class,Bandar Seri Begawan to Kuala Lumpur,Dec-22,1,1,2,1,1,2,no
3163,AirAsia,1,Solo Leisure,Economy Class,Puerto Princessa to Manila,Feb-22,3,3,1,3,1,1,no
3164,AirAsia,3,Couple Leisure,Economy Class,Surat Thani to Bangkok,Jan-23,3,3,1,4,1,3,no
3165,AirAsia,1,Couple Leisure,Premium Economy,Kuala Lumpur to Taipei,Dec-22,1,1,1,1,1,1,no
3166,AirAsia,1,Couple Leisure,Economy Class,Denpasar to Kuala Lumpur,Jan-23,2,2,1,2,1,1,no
3167,AirAsia,1,Family Leisure,Economy Class,Tawau to Kuala Lumpur,Jan-23,,,1,1,1,1,no
3168,AirAsia,2,Solo Leisure,Economy Class,Melbourne to Hyderabad via Kuala Lumpur,Dec-22,2,3,1,1,1,1,no
3169,AirAsia,1,Family Leisure,Economy Class,Manila to Puerto Princesa,Jan-23,1,1,1,1,1,1,no
3170,AirAsia,1,Family Leisure,Economy Class,Kuala Lumpur to Bangkok,Dec-22,1,1,1,2,1,2,no
3171,AirAsia,1,Family Leisure,Economy Class,Kuala Lumpur to Kolkata,Jan-23,2,3,1,2,1,1,no
3172,AirAsia,1,Solo Leisure,Economy Class,Jakarta to Bangkok,Nov-22,2,2,1,2,1,2,no
3173,AirAsia,2,Family Leisure,Economy Class,Sydney to Phuket via Kuala Lumpur,Dec-22,3,1,1,3,1,2,no
3174,AirAsia,1,Family Leisure,Economy Class,Labuan to Bali,Dec-22,2,,1,1,1,1,no
3175,AirAsia,1,Solo Leisure,Economy Class,Perth to Kuala Lumpur,Dec-22,3,3,1,1,1,2,no
3176,AirAsia,9,Solo Leisure,Economy Class,Hong Kong to Kuala lumpur,Dec-22,4,4,4,4,1,5,yes
3177,AirAsia,1,Family Leisure,Economy Class,Kota kinabalu to Singapore,Dec-22,2,4,1,1,1,1,no
3178,AirAsia,1,Couple Leisure,Economy Class,Kuala Lumpur to Miri,Dec-22,,,1,,1,2,no
3179,AirAsia,1,Business,Economy Class,Kota Kinabalu to Bangkok,Dec-22,1,1,1,1,1,1,no
3180,AirAsia,2,Couple Leisure,Economy Class,Delhi  to Kuala Lumpur,Dec-22,4,2,4,1,1,1,no
3181,AirAsia,3,Solo Leisure,Economy Class,Kuala lumpur to Surabaya,Nov-22,4,3,3,1,1,1,no
3182,AirAsia,1,Solo Leisure,Economy Class,Kuala Lumpur to Kota Kinabalu,Nov-22,3,3,3,1,1,1,no
3183,AirAsia,1,Couple Leisure,Economy Class,Kuala Lumpur to Singapore,Nov-22,1,1,1,1,1,1,no
3184,AirAsia,2,Solo Leisure,Economy Class,Bandung to Singapore,Nov-22,,,1,2,1,2,no
3185,AirAsia,1,Solo Leisure,Economy Class,Kuala Lumpur to Bangkok,Nov-22,3,3,1,1,1,1,no
3186,AirAsia,1,Solo Leisure,Economy Class,Cochi to Phuket via Bangkok,Oct-22,1,1,1,1,1,1,no
3187,AirAsia,1,Couple Leisure,Economy Class,Kuala Lumpur to Tawau,Nov-22,1,1,1,1,1,1,no
3188,AirAsia,1,Solo Leisure,Economy Class,Krabi to Kuala Lumpur,Oct-22,1,3,1,1,1,2,no
3189,AirAsia,9,Solo Leisure,Economy Class,Udon Thani to Bangkok,Nov-22,4,5,1,5,1,5,yes
3190,AirAsia,1,Solo Leisure,Economy Class,Bangkok (Don Muang) to Jakarta,Nov-22,1,1,1,1,1,2,no
3191,AirAsia,2,Couple Leisure,Economy Class,Penang to Danang via Kuala Lumpur,Oct-22,1,1,1,1,1,1,yes
3192,AirAsia,1,Solo Leisure,Economy Class,Singapore to Kuala lumpur,Oct-22,1,1,1,1,1,1,no
3193,AirAsia,5,Couple Leisure,Economy Class,Alor Setar to Kuala Lumpur,Oct-22,1,4,5,2,1,3,yes
3194,AirAsia,2,Family Leisure,Economy Class,Bengaluru to Bangkok,Oct-22,,,1,,1,3,no
3195,AirAsia,2,Couple Leisure,Economy Class,Cebu to Bangkok via Manila,Sep-22,2,1,1,1,1,2,no
3196,AirAsia,1,Couple Leisure,Economy Class,Bangkok to Danang,Oct-22,1,1,1,1,1,1,no
3197,AirAsia,1,Family Leisure,Economy Class,Singapore to Bali,Oct-22,3,3,1,1,1,3,no
3198,AirAsia,1,Solo Leisure,Economy Class,Siem Reap to Singapore,Oct-22,,,1,,1,1,no
3199,AirAsia,1,Family Leisure,Economy Class,Bangkok to Phuket,Sep-22,,,1,,1,1,no
3200,AirAsia,1,Couple Leisure,Economy Class,Jakarta to Medan,Sep-22,,,1,1,1,1,no
3201,AirAsia,1,Solo Leisure,Economy Class,Bangkok to Phnom Penh,Sep-22,,,1,,1,1,no
3202,AirAsia,1,Solo Leisure,Economy Class,Phuket to Siem Reap via Bangkok,Aug-22,,,1,,1,2,no
3203,AirAsia,1,Couple Leisure,Economy Class,Jakarta to Denpasar,Aug-22,1,2,1,1,1,1,no
3204,AirAsia,1,Solo Leisure,Economy Class,Denpasar to Kulala Lumpur,Sep-22,,,1,1,1,1,no
3205,AirAsia,1,Solo Leisure,Economy Class,Kuala Lumpur to Sibu,Sep-22,,,1,1,1,1,no
3206,AirAsia,3,Solo Leisure,Economy Class,Penang to Jakarta ,Aug-22,3,2,1,3,1,3,no
3207,AirAsia,1,Solo Leisure,Economy Class,Singapore to Kuala lumpur,Aug-22,1,3,1,1,1,1,no
3208,AirAsia,8,Business,Economy Class,Jakarta to Kuala Lumpur,May-22,3,4,4,5,1,5,yes
3209,AirAsia,8,Family Leisure,Economy Class,Dumaguete to Manila,Aug-22,3,3,1,5,1,3,yes
3210,AirAsia,1,Solo Leisure,Economy Class,Singapore to Kuching,Aug-22,,,1,,1,2,no
3211,AirAsia,1,Solo Leisure,Economy Class,Bangkok to Phuket ,Jul-22,,,1,1,1,1,no
3212,AirAsia,1,Couple Leisure,Economy Class,Kuala Lumpur to Kota Kinabalu,Jul-22,1,1,1,1,1,1,no
3213,AirAsia,1,Couple Leisure,Economy Class,Kuala Lumpur to Lombok,Jul-22,1,1,1,1,1,1,no
3214,AirAsia,1,Solo Leisure,Economy Class,Singapore to Jakarta,Jul-22,,,1,,1,2,no
3215,AirAsia,1,Family Leisure,Economy Class,Langkawi to Kuala Lumpur,Jul-22,1,1,1,1,1,1,no
3216,AirAsia,1,Couple Leisure,Economy Class,Chiang Mai to Kuala Lumpur,Jul-22,,,1,,1,1,no
3217,AirAsia,1,Solo Leisure,Economy Class,Chennai to Bangkok,Jul-22,1,1,2,3,1,1,no
3218,AirAsia,1,Solo Leisure,Economy Class,Kuala Lumpur to Phuket,Jul-22,3,1,1,2,1,2,no
3219,AirAsia,2,Solo Leisure,Economy Class,Jakarta to Bali,Jun-22,3,3,2,1,1,3,no
3220,AirAsia,1,Family Leisure,Economy Class,Bangalore to Mumbai,Jun-22,1,1,1,1,1,1,no
3221,AirAsia,1,Family Leisure,Economy Class,Bangkok to Kuching via Kuala Lumpur,Jun-22,1,3,3,3,1,1,no
3222,AirAsia India,8,Family Leisure,Economy Class,Tiruchirappalli to Singapore,Jul-23,4,5,1,5,1,4,yes
3223,AirAsia India,9,Solo Leisure,Economy Class,Kolkata to Bangalore,Jun-23,4,3,3,5,2,4,yes
3224,AirAsia India,1,Family Leisure,Economy Class,Pune to Srinagar via Delhi,Apr-23,5,5,5,5,1,5,yes
3225,AirAsia India,1,Solo Leisure,Economy Class,Mumbai to Goa,Apr-23,5,5,1,5,1,5,yes
3226,AirAsia India,1,Family Leisure,Economy Class,Bangalore to Kochi,Mar-23,3,1,1,1,1,1,no
3227,AirAsia India,8,Family Leisure,Economy Class,Goa to Mumbai,Apr-23,4,5,4,5,1,4,yes
3228,AirAsia India,1,Solo Leisure,Economy Class,Ranchi to New Delhi,Apr-23,5,5,1,5,1,5,yes
3229,AirAsia India,1,Family Leisure,Economy Class,Goa to Mumbai,Dec-22,5,5,1,5,1,5,yes
3230,AirAsia India,6,Solo Leisure,Economy Class,Delhi to Jaipur,Dec-22,2,4,1,3,1,4,yes
3231,AirAsia India,6,Solo Leisure,Economy Class,Delhi to Jaipur,Nov-22,2,4,1,4,1,3,no
3232,AirAsia India,6,Solo Leisure,Economy Class,Jaipur to Delhi,Nov-22,2,4,1,4,1,3,no
3233,AirAsia India,1,Family Leisure,Economy Class,Delhi to Bangalore,Nov-22,3,4,1,1,1,1,no
3234,AirAsia India,1,Family Leisure,Economy Class,Ranchi to Bangalore,Nov-22,1,1,1,1,1,1,no
3235,AirAsia India,1,Couple Leisure,Economy Class,Goa to Delhi,Nov-22,4,1,1,1,1,1,no
3236,AirAsia India,1,Family Leisure,Economy Class,Bangalore to Kochi via Bangalore,Oct-22,5,5,1,1,1,3,no
3237,AirAsia India,1,Family Leisure,Economy Class,Guwahati to Chennai,Oct-22,4,4,1,5,1,4,yes
3238,AirAsia India,7,Business,Economy Class,Delhi to Goa,Sep-22,3,5,1,3,1,3,yes
3239,AirAsia India,1,Business,Economy Class,Tulihal to Delhi,Sep-22,4,5,5,3,1,4,yes
3240,AirAsia India,1,Business,Economy Class,Goa to Delhi,Sep-22,3,3,4,1,1,2,no
3241,AirAsia India,1,Solo Leisure,Economy Class,Bangalore to Kochi,Sep-22,5,5,4,5,1,5,yes
3242,AirAsia India,9,Family Leisure,Economy Class,Kolkata to Kuala Lumpur,Sep-22,,,1,5,1,5,yes
3243,AirAsia India,2,Solo Leisure,Economy Class,Goa to Delhi,Sep-22,1,3,1,3,1,3,no
3244,AirAsia India,8,Solo Leisure,Economy Class,Kolkata to Bengaluru,Jul-22,5,4,1,4,1,4,yes
3245,AirAsia India,1,Family Leisure,Economy Class,Visakhapatnam to Delhi,Jul-22,1,3,3,1,1,1,no
3246,AirAsia India,9,Solo Leisure,Economy Class,Ranchi to Bangalore,Apr-22,4,5,1,5,1,5,yes
3247,AirAsia India,1,Business,Economy Class,Bhubaneswar to Bangalore,Jul-22,3,3,4,5,1,5,yes
3248,AirAsia India,1,Solo Leisure,Economy Class,Pune to Kolkata,Jun-22,,,1,,1,1,no
3249,AirAsia India,1,Family Leisure,Economy Class,Pune to Srinagar,Jun-22,1,1,1,1,1,1,no
3250,AirAsia India,1,Family Leisure,Economy Class,Pune to Srinagar via Delhi,May-22,1,1,1,1,1,1,no
3251,AirAsia India,1,Business,Premium Economy,Delhi to Banglore,May-22,1,1,1,1,1,1,no
3252,AirAsia India,1,Solo Leisure,Economy Class,Delhi to Jaipur,May-22,,,1,1,1,1,no
3253,AirAsia India,1,Solo Leisure,Economy Class,Delhi to Srinagar,Apr-22,1,,1,1,1,1,no
3254,AirAsia India,9,Couple Leisure,Economy Class,Mumbai to Bengaluru,Mar-22,3,4,3,4,1,5,yes
3255,AirAsia India,1,Family Leisure,Economy Class,New Delhi to Bagdogra,Nov-21,,,1,,1,1,no
3256,AirAsia India,9,Couple Leisure,Economy Class,Kolkata to Bengaluru,Feb-22,3,4,1,5,1,5,yes
3257,AirAsia India,1,Couple Leisure,Economy Class,Delhi to Kochi via Bengaluru,Jan-22,1,3,2,2,1,1,no
3258,AirAsia India,1,Business,Economy Class,Delhi to Banglore,Dec-21,1,1,1,1,1,1,no
3259,AirAsia India,1,Solo Leisure,Economy Class,Kolkata to Mumbai,Oct-21,1,1,1,1,1,1,no
3260,AirAsia India,1,Family Leisure,Economy Class,Hyderabad to Bangalore,Oct-21,,,1,,1,1,no
3261,AirAsia India,1,Business,Economy Class,Bangalore to Kolkota via Odisha,Oct-21,5,5,1,1,1,1,no
3262,AirAsia India,8,Couple Leisure,Economy Class,Kolkata to Bengaluru,Aug-21,3,3,1,5,1,4,yes
3263,AirAsia India,1,Family Leisure,Economy Class,Delhi to Bhubaneswar,Aug-21,,,1,,1,1,no
3264,AirAsia India,8,Solo Leisure,Economy Class,Hyderabad to Srinagar ,Apr-21,3,5,1,4,1,5,yes
3265,AirAsia India,1,Family Leisure,Economy Class,Bangalore to New Delhi,Apr-21,2,2,1,1,1,2,no
3266,AirAsia India,1,Couple Leisure,Economy Class,Bangalore to Jaipur via Hyderabad,Feb-21,3,4,1,3,1,3,no
3267,AirAsia India,1,Solo Leisure,Economy Class,Bangalore to Cochin,Mar-21,5,5,1,4,5,5,yes
3268,AirAsia India,9,Family Leisure,Economy Class,BENGALURU to JAIPUR via HYDERABAD,Feb-21,4,5,1,4,1,4,yes
3269,AirAsia India,1,Solo Leisure,Economy Class,Bagdogra to Kolkata,Nov-20,4,5,5,4,1,4,yes
3270,AirAsia India,1,Solo Leisure,Economy Class,Indore to Bangalore,May-20,,,1,,1,1,no
3271,AirAsia India,1,Solo Leisure,Economy Class,Pune to Jaipur,Apr-20,,,1,,1,1,no
3272,AirAsia India,1,Business,Economy Class,Mumbai to Delhi,Mar-20,,,1,1,1,1,no
3273,AirAsia India,1,Business,Economy Class,Hyderabad to Bhubaneswar,Oct-19,,,1,,1,1,no
3274,AirAsia India,1,Family Leisure,Economy Class,Melbourne to Amritsar via Kuala Lumpur,Feb-20,,,1,,1,1,no
3275,AirAsia India,1,Family Leisure,Economy Class,Delhi to Bangalore via Hyderabad,Mar-20,4,3,3,1,1,2,no
3276,AirAsia India,1,Family Leisure,Economy Class,Chennai to Delhi,Mar-20,,,1,,1,1,no
3277,AirAsia India,1,Family Leisure,Economy Class,Pune to Jaipur,Mar-20,5,5,4,5,1,5,yes
3278,AirAsia India,1,Family Leisure,Economy Class,Mumbai to Srinagar via Delhi,Feb-20,1,4,4,1,1,2,no
3279,AirAsia India,9,Solo Leisure,Economy Class,Bengaluru to Mumbai,Feb-20,3,5,3,5,1,5,yes
3280,AirAsia India,5,Solo Leisure,Economy Class,Delhi to Chennai,Jan-20,5,3,3,4,1,3,no
3281,AirAsia India,3,Solo Leisure,Economy Class,Chandigarh to Delhi,Dec-19,,,1,1,1,1,no
3282,AirAsia India,1,Solo Leisure,Economy Class,Delhi to Ranchi ,Dec-19,,,1,1,1,1,no
3283,AirAsia India,1,Couple Leisure,Economy Class,Bengaluru to Mumbai,Dec-19,,,1,,1,1,no
3284,AirAsia India,1,Solo Leisure,Economy Class,Bangalore to Kochi,Nov-19,,,1,1,1,1,no
3285,AirAsia India,4,Family Leisure,Economy Class,Pune to Bangalore,Oct-19,2,1,1,2,1,2,no
3286,AirAsia India,1,Solo Leisure,Economy Class,Mumbai to Bengaluru,Nov-19,2,2,1,1,1,1,no
3287,AirAsia India,1,Solo Leisure,Economy Class,Ranchi to New Delhi,Nov-19,1,1,1,1,1,1,no
3288,AirAsia India,1,Family Leisure,Economy Class,Jaipur to Kuala Lumpur,Oct-19,3,4,1,1,1,2,no
3289,AirAsia India,6,Solo Leisure,Economy Class,Bengaluru to Delhi,Oct-19,3,4,1,4,1,3,yes
3290,AirAsia India,9,Family Leisure,Economy Class,Mumbai to Bengaluru,Oct-19,5,4,3,2,4,5,yes
3291,AirAsia India,1,Family Leisure,Economy Class,Bengaluru to Hyderabad ,Sep-19,5,5,5,5,5,5,yes
3292,AirAsia India,1,Solo Leisure,Economy Class,Mumbai to Kochi,Aug-19,1,1,1,1,1,1,no
